CustomerID,Country,State,City,Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,Churn Value,Churn Score,CLTV,Churn Reason
4293-ETKAP,United States,California,Litchfield,0,0,1,1,65,1,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),79.4,5071.9,0,65,4023,Attitude of support person
6064-PUPMC,United States,California,Loyalton,1,0,1,1,23,1,No,DSL,Yes,No,No,Yes,No,No,One year,0,Credit card (automatic),57.2,1423.35,0,69,4021,Attitude of support person
6504-VBLFL,United States,California,Madeline,1,0,1,0,55,1,No,DSL,Yes,Yes,Yes,No,No,No,Two year,0,Electronic check,58.6,3068.6,0,49,6231,Attitude of support person
6322-PJJDJ,United States,California,Markleeville,1,0,1,0,49,1,No,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,1,Electronic check,94.8,4690.65,0,29,4252,Attitude of support person
0330-BGYZE,United States,California,Milford,1,0,1,0,60,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,0,Bank transfer (automatic),102.5,6157.6,0,54,4968,Attitude of support person
1085-LDWAM,United States,California,Portola,0,0,1,1,69,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Credit card (automatic),20.35,1442.65,0,26,5188,Attitude of support person
7586-ZATGZ,United States,California,Ravendale,1,0,0,0,40,1,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,84.9,3369.05,0,37,2904,Attitude of support person
7197-VOJMM,United States,California,Calpine,1,0,1,0,67,1,No,DSL,Yes,Yes,No,Yes,No,Yes,Two year,1,Credit card (automatic),69.2,4671.65,0,43,4323,Attitude of support person
1843-TLSGD,United States,California,Standish,0,0,1,1,13,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,20.85,272.35,0,58,3163,Attitude of support person
9626-VFRGG,United States,California,Susanville,0,0,0,1,41,1,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,1,Bank transfer (automatic),88.5,3645.05,0,27,5984,Attitude of support person
7075-BNDVQ,United States,California,Termo,0,0,0,0,4,0,No phone service,DSL,Yes,No,Yes,No,No,No,Month-to-month,0,Mailed check,35.0,135.75,0,70,3523,Attitude of support person
9143-CANJF,United States,California,Topaz,0,0,1,1,24,1,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,0,Electronic check,55.15,1319.85,0,80,2200,Attitude of support person
7284-BUYEC,United States,California,Tulelake,0,0,0,0,5,0,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,1,Credit card (automatic),50.95,229.4,0,69,3573,Attitude of support person
2041-JIJCI,United States,California,Wendel,0,0,0,0,5,1,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,1,Electronic check,64.0,370.25,0,75,4421,Attitude of support person
4900-MSOMT,United States,California,Carnelian Bay,0,0,1,1,72,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,0,Bank transfer (automatic),80.2,5714.2,0,24,6087,Attitude of support person
2229-VWQJH,United States,California,Homewood,0,0,0,0,24,1,No,DSL,No,No,Yes,No,No,No,Month-to-month,1,Credit card (automatic),49.3,1233.25,0,66,5394,Attitude of support person
9194-GFVOI,United States,California,Tahoma,0,0,1,0,42,1,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,0,Credit card (automatic),84.35,3571.6,0,59,3363,Attitude of support person
1336-EZFZY,United States,California,Kings Beach,0,0,0,0,4,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.05,83.3,0,30,4596,Attitude of support person
4282-MSACW,United States,California,Tahoe City,1,0,0,0,68,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,1,Credit card (automatic),117.2,8035.95,0,55,4629,Attitude of support person
1403-LKLIK,United States,California,Olympic Valley,0,0,1,1,33,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,20.1,579.4,0,62,3342,Attitude of support person
0136-IFMYD,United States,California,Los Angeles,1,1,1,0,69,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,1,Electronic check,109.95,7634.25,0,63,4297,Attitude of support person
5144-TVGLP,United States,California,Los Angeles,1,1,0,0,38,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,0,Electronic check,94.75,3653.0,0,71,3654,Attitude of support person
9643-AVVWI,United States,California,Los Angeles,0,0,1,1,3,1,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,1,Electronic check,80.0,241.3,0,76,4264,Attitude of support person
0253-ZTEOB,United States,California,Los Angeles,0,0,1,1,48,1,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Two year,0,Electronic check,79.65,3870.3,0,50,3246,Attitude of support person
2706-QZIHY,United States,California,Los Angeles,0,0,1,0,15,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,25.2,387.9,0,25,4411,Attitude of support person
6061-PQHMK,United States,California,Los Angeles,0,0,0,0,25,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Credit card (automatic),19.9,527.5,0,56,3048,Attitude of support person
6137-MFAJN,United States,California,Los Angeles,0,0,0,0,48,0,No phone service,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,1,Electronic check,44.8,2104.55,0,26,2469,Attitude of support person
9122-UMROB,United States,California,Los Angeles,1,0,0,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.3,20.3,0,80,4270,Attitude of support person
4232-JGKIY,United States,California,Los Angeles,1,0,0,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Electronic check,19.2,19.2,0,27,2716,Attitude of support person
2402-TAIRZ,United States,California,Los Angeles,0,0,0,0,37,1,No,Fiber optic,No,Yes,Yes,No,No,No,One year,0,Electronic check,80.05,3019.1,0,55,3364,Attitude of support person
9659-ZTWSM,United States,California,Los Angeles,1,1,1,0,66,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,1,Bank transfer (automatic),107.35,7051.95,0,53,4138,Attitude of support person
9139-TWBAS,United States,California,Los Angeles,0,0,1,0,26,0,No phone service,DSL,Yes,Yes,Yes,No,Yes,No,One year,0,Bank transfer (automatic),47.85,1190.5,0,79,4362,Attitude of support person
6685-GBWJZ,United States,California,Los Angeles,1,0,1,0,63,1,No,DSL,Yes,Yes,No,Yes,Yes,No,One year,0,Credit card (automatic),70.8,4448.8,0,44,5114,Attitude of support person
2195-VVRJF,United States,California,Los Angeles,1,1,1,0,18,1,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,1,Credit card (automatic),59.1,1011.05,0,30,2422,Attitude of support person
3913-RDSJZ,United States,California,Los Angeles,0,0,1,0,64,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,25.55,1714.95,0,22,4312,Attitude of support person
4203-QGNZA,United States,California,Los Angeles,0,0,0,1,28,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.25,535.35,0,54,4476,Attitude of support person
5043-TRZWM,United States,California,Los Angeles,0,0,0,0,1,1,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,0,Electronic check,75.55,75.55,0,34,3503,Attitude of support person
9494-BDNNC,United States,California,Los Angeles,1,0,1,0,66,1,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,0,Electronic check,95.3,6273.4,0,49,5706,Attitude of support person
1640-PLFMP,United States,California,Los Angeles,0,0,0,0,1,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,70.25,70.25,0,58,4063,Attitude of support person
5366-OBVMR,United States,California,Los Angeles,0,0,1,0,18,1,No,DSL,No,No,No,Yes,No,No,Month-to-month,1,Mailed check,50.3,908.75,0,67,3740,Attitude of support person
7644-OMVMY,United States,California,Los Angeles,1,0,1,1,0,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,19.85,1397.475,0,53,2019,Attitude of support person
4573-JKNAE,United States,California,Los Angeles,1,0,0,1,12,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),19.35,212.3,0,74,2558,Attitude of support person
9817-APLHW,United States,California,Los Angeles,1,0,0,0,12,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Electronic check,25.0,316.2,0,53,4408,Attitude of support person
8380-MQINP,United States,California,Los Angeles,0,0,1,1,55,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,20.3,1079.05,0,36,5153,Attitude of support person
0840-DFEZH,United States,California,Los Angeles,0,0,0,0,7,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,75.35,564.65,0,37,4989,Attitude of support person
8690-ZVLCL,United States,California,Los Angeles,0,0,1,1,68,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Credit card (automatic),88.0,6161.9,0,44,5436,Attitude of support person
1125-SNVCK,United States,California,Los Angeles,0,1,0,0,49,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,43.8,2106.05,0,68,5651,Attitude of support person
0384-LPITE,United States,California,Los Angeles,1,0,0,0,40,0,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,0,Credit card (automatic),62.05,2511.55,0,34,2290,Attitude of support person
4616-EWBNJ,United States,California,Los Angeles,0,0,0,0,16,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Bank transfer (automatic),20.1,318.6,0,22,4545,Attitude of support person
1335-HQMKX,United States,California,Los Angeles,0,0,1,0,72,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,1,Electronic check,101.35,7323.15,0,25,4497,Attitude of support person
2545-EBUPK,United States,California,Los Angeles,0,1,0,0,2,1,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,84.05,186.05,0,72,5039,Attitude of support person
6923-AQONU,United States,California,Los Angeles,1,0,1,1,23,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,20.9,454.0,0,46,4076,Attitude of support person
2172-EJXVF,United States,California,Los Angeles,0,1,0,0,71,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,1,Electronic check,105.9,7521.95,0,60,5479,Attitude of support person
4536-PLEQY,United States,California,Los Angeles,1,0,1,0,12,1,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,1,Credit card (automatic),85.05,999.8,0,80,2540,Attitude of support person
7029-IJEJK,United States,California,Los Angeles,0,0,0,0,54,0,No phone service,DSL,Yes,No,No,Yes,No,Yes,One year,0,Bank transfer (automatic),44.1,2369.7,0,32,6205,Attitude of support person
8871-JLMHM,United States,California,Los Angeles,0,0,1,0,68,1,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,0,Credit card (automatic),90.2,6297.65,0,55,4095,Attitude of support person
5447-VYTKW,United States,California,Los Angeles,1,0,0,0,27,1,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,0,Mailed check,53.45,1461.45,0,75,2191,Attitude of support person
3623-FQBOX,United States,California,Los Angeles,1,0,0,0,21,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,19.95,416.4,0,36,3632,Attitude of support person
8659-HDIYE,United States,California,Los Angeles,0,1,0,0,64,1,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,0,Credit card (automatic),74.65,4869.35,0,58,5113,Attitude of support person
3474-BAFSJ,United States,California,West Hollywood,1,0,1,0,57,0,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),57.5,3265.95,0,75,4133,Attitude of support person
3865-ZFZIB,United States,California,Los Angeles,1,0,0,0,19,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,19.65,358.15,0,21,5596,Attitude of support person
1855-AGAWH,United States,California,Bell,1,0,1,0,31,1,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,1,Electronic check,93.8,2939.8,0,46,2510,Attitude of support person
7109-CQYUZ,United States,California,Beverly Hills,1,0,0,0,52,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Mailed check,89.25,4652.4,0,31,4624,Attitude of support person
1370-GGAWX,United States,California,Beverly Hills,0,0,0,0,46,1,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,1,Electronic check,94.15,4408.45,0,70,3924,Attitude of support person
4680-KUTAJ,United States,California,Beverly Hills,0,1,0,0,11,1,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,1,Electronic check,55.6,580.8,0,80,5014,Attitude of support person
5307-UVGNB,United States,California,Compton,0,0,1,1,53,0,No phone service,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,1,Bank transfer (automatic),48.7,2495.2,0,54,4116,Attitude of support person
2883-ILGWO,United States,California,Compton,1,1,0,0,57,1,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,1,Bank transfer (automatic),104.9,5913.95,0,75,5838,Attitude of support person
3642-BYHDO,United States,California,Downey,0,0,1,1,71,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),19.9,1389.35,0,31,5789,Attitude of support person
9629-NHXFW,United States,California,Downey,0,0,1,1,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,19.4,19.4,0,72,3160,Attitude of support person
2696-RZVZW,United States,California,Downey,1,0,1,0,68,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),25.05,1629.2,0,24,4187,Attitude of support person
5766-FTRTS,United States,California,El Segundo,1,0,1,0,72,1,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Mailed check,84.45,6033.1,0,50,6297,Attitude of support person
0396-HUJBP,United States,California,Gardena,0,0,0,0,2,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.3,44.4,0,43,3009,Attitude of support person
8879-ZKJOF,United States,California,Gardena,0,0,0,0,41,1,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,1,Bank transfer (automatic),79.85,3320.75,0,48,5556,Attitude of support person
6285-FTQBF,United States,California,Hawthorne,1,0,1,1,72,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),25.55,1867.7,0,40,6425,Attitude of support person
1474-JUWSM,United States,California,Lynwood,0,0,1,0,58,1,Yes,DSL,Yes,No,No,Yes,No,Yes,One year,1,Electronic check,68.4,3972.25,0,62,5269,Attitude of support person
3530-CRZSB,United States,California,Malibu,0,0,0,0,7,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.65,155.9,0,38,2100,Attitude of support person
8498-XXGWA,United States,California,Malibu,0,0,1,0,65,1,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,1,Mailed check,55.15,3673.15,0,34,6205,Attitude of support person
9617-INGJY,United States,California,Manhattan Beach,1,0,0,0,1,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Mailed check,70.6,70.6,0,61,3530,Attitude of support person
0621-TSSMU,United States,California,Maywood,1,0,1,0,56,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Credit card (automatic),19.95,1126.75,0,65,4838,Attitude of support person
7234-KMNRQ,United States,California,Pacific Palisades,1,0,0,0,4,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.0,73.45,0,28,4345,Attitude of support person
7636-PEPNS,United States,California,Palos Verdes Peninsula,0,0,1,1,58,1,No,DSL,No,No,No,No,No,No,One year,1,Mailed check,44.1,2413.05,0,44,5040,Attitude of support person
4683-WYDOU,United States,California,Rancho Palos Verdes,1,0,1,0,62,1,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),107.6,6912.7,0,40,4697,Attitude of support person
9052-DHNKM,United States,California,Redondo Beach,1,0,0,0,26,1,Yes,DSL,Yes,Yes,No,No,No,No,One year,0,Electronic check,61.55,1581.95,0,30,5156,Attitude of support person
6794-HKIAJ,United States,California,Redondo Beach,1,0,0,0,62,1,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,0,Bank transfer (automatic),90.7,5586.45,0,67,5496,Attitude of support person
5578-NKCXI,United States,California,South Gate,0,0,1,1,58,1,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,0,Credit card (automatic),99.25,5846.65,0,22,4098,Attitude of support person
1642-HMARX,United States,California,Topanga,0,0,1,0,68,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Electronic check,91.7,6424.7,0,77,4113,Attitude of support person
3096-WPXBT,United States,California,Venice,0,0,1,1,61,1,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,1,Credit card (automatic),100.7,6018.65,0,57,4804,Attitude of support person
8434-PNQZX,United States,California,Marina Del Rey,0,0,0,0,42,1,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),78.45,3373.4,0,30,3192,Attitude of support person
5950-AAAGJ,United States,California,Playa Del Rey,1,0,0,0,18,1,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,0,Bank transfer (automatic),84.3,1537.9,0,72,4612,Attitude of support person
4299-OPXEJ,United States,California,Inglewood,0,0,0,0,56,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Bank transfer (automatic),19.55,1080.55,0,56,5764,Attitude of support person
9618-LFJRU,United States,California,Inglewood,0,0,0,0,4,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Credit card (automatic),20.45,82.85,0,40,4344,Attitude of support person
6693-DJWTY,United States,California,Inglewood,0,0,0,1,35,1,No,DSL,Yes,Yes,No,No,No,No,One year,0,Credit card (automatic),55.6,2016.45,0,80,5964,Attitude of support person
0744-GKNGE,United States,California,Inglewood,0,0,1,1,64,1,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,1,Bank transfer (automatic),86.8,5327.25,0,70,4915,Attitude of support person
6447-EGDIV,United States,California,Santa Monica,0,0,0,0,31,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,20.95,683.25,0,69,5772,Attitude of support person
1167-OYZJF,United States,California,Santa Monica,0,1,1,0,67,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Bank transfer (automatic),20.05,1263.05,0,76,4934,Attitude of support person
4806-DXQCE,United States,California,Santa Monica,0,1,1,0,70,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Electronic check,113.65,7714.65,0,46,6146,Attitude of support person
4854-SSLTN,United States,California,Torrance,1,0,1,1,2,1,No,DSL,Yes,Yes,No,Yes,No,No,Two year,0,Mailed check,59.5,130.5,0,61,5613,Attitude of support person
5294-DMSFH,United States,California,Torrance,0,0,1,1,29,1,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Credit card (automatic),87.8,2621.75,0,25,4780,Attitude of support person
4837-PZTIC,United States,California,Torrance,0,0,0,0,47,0,No phone service,DSL,Yes,No,Yes,Yes,No,No,Two year,0,Mailed check,41.9,1875.25,0,45,2540,Attitude of support person
0603-OLQDC,United States,California,Whittier,1,0,0,1,12,1,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,1,Mailed check,69.85,837.5,0,36,5796,Attitude of support person
3272-VUHPV,United States,California,Whittier,0,0,1,1,8,1,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,0,Bank transfer (automatic),56.3,401.5,0,21,3135,Attitude of support person
4176-FXYBO,United States,California,Whittier,1,0,1,0,54,1,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,0,Electronic check,109.55,6118.95,0,42,6130,Attitude of support person
1063-DHQJF,United States,California,Whittier,1,0,1,1,69,1,No,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,1,Mailed check,92.15,6480.9,0,30,5817,Attitude of support person
8663-UPDGF,United States,California,Whittier,0,0,0,0,26,1,Yes,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,1,Bank transfer (automatic),69.5,1800.05,0,55,3866,Attitude of support person
6719-FGEDO,United States,California,Whittier,0,0,1,0,72,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,1,Bank transfer (automatic),97.0,7104.2,0,67,6302,Attitude of support person
1837-YQUCE,United States,California,Buena Park,0,0,0,0,70,0,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),58.35,4214.25,0,55,4093,Attitude of support person
0369-ZGOVK,United States,California,Cypress,0,0,1,1,28,1,No,Fiber optic,No,No,No,No,No,No,One year,1,Bank transfer (automatic),70.4,1992.2,0,54,5195,Attitude of support person
9919-KNPOO,United States,California,La Mirada,0,0,1,0,21,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,94.3,1948.35,0,55,2058,Attitude of support person
7872-BAAZR,United States,California,Norwalk,0,0,1,1,53,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Bank transfer (automatic),19.55,1007.9,0,29,4670,Attitude of support person
9391-LMANN,United States,California,Pico Rivera,1,0,0,1,53,1,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,0,Electronic check,95.95,5036.9,0,61,4523,Attitude of support person
8174-TBVCF,United States,California,Stanton,0,0,1,0,70,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),94.8,6859.05,0,71,5072,Attitude of support person
1698-XFZCI,United States,California,Artesia,1,0,0,0,61,1,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,1,Electronic check,107.75,6521.9,0,29,5364,Attitude of support person
1877-HKBQX,United States,California,Cerritos,0,0,0,0,11,1,No,DSL,Yes,No,No,Yes,No,No,One year,1,Mailed check,54.6,617.85,0,49,2573,Attitude of support person
4450-DLLMH,United States,California,Avalon,1,0,0,0,2,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Credit card (automatic),71.3,157.75,0,43,2274,Attitude of support person
0428-AXXLJ,United States,California,Bellflower,1,0,0,0,25,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Bank transfer (automatic),19.5,516.3,0,36,4761,Attitude of support person
2746-DIJLO,United States,California,Harbor City,0,0,0,0,41,1,Yes,DSL,No,Yes,No,No,No,No,One year,1,Credit card (automatic),56.3,2364.0,0,46,2994,Attitude of support person
3508-VLHCZ,United States,California,Lakewood,0,0,1,1,71,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),90.55,6239.05,0,66,6009,Attitude of support person
4086-ATNFV,United States,California,Hawaiian Gardens,0,0,1,1,34,1,No,DSL,Yes,Yes,Yes,No,No,No,One year,1,Mailed check,60.8,2042.05,0,48,4522,Attitude of support person
0468-YRPXN,United States,California,Lomita,1,0,0,0,29,1,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,1,Credit card (automatic),98.8,2807.1,0,42,4580,Attitude of support person
5996-NRVXR,United States,California,Los Alamitos,1,1,1,0,40,1,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,One year,1,Credit card (automatic),98.15,4116.8,0,53,4332,Attitude of support person
3739-YBWAB,United States,California,Paramount,1,0,1,0,36,0,No phone service,DSL,Yes,No,Yes,No,No,No,One year,0,Mailed check,35.35,1317.95,0,60,3314,Attitude of support person
7047-FWEYA,United States,California,San Pedro,0,0,1,0,46,1,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,1,Electronic check,103.15,4594.65,0,32,3517,Attitude of support person
2000-MPKCA,United States,California,San Pedro,0,0,0,0,58,1,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,1,Electronic check,107.75,6332.75,0,57,5121,Attitude of support person
9762-YAQAA,United States,California,Seal Beach,1,0,0,0,39,1,Yes,Fiber optic,No,Yes,No,No,No,No,One year,0,Credit card (automatic),81.4,3213.75,0,22,4104,Attitude of support person
5473-KHBPS,United States,California,Surfside,0,0,1,1,52,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,1,Credit card (automatic),95.7,4976.15,0,31,4415,Attitude of support person
0100-DUVFC,United States,California,Wilmington,1,1,1,0,70,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,1,Electronic check,104.8,7308.95,0,57,5291,Attitude of support person
5397-TUPSH,United States,California,Carson,1,1,1,0,65,1,No,Fiber optic,No,No,No,No,No,No,One year,1,Bank transfer (automatic),70.95,4555.2,0,30,4871,Attitude of support person
8950-MTZNV,United States,California,Carson,1,0,0,0,1,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Mailed check,44.95,44.95,0,75,3256,Attitude of support person
0326-VDYXE,United States,California,Long Beach,0,0,1,0,70,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,1,Electronic check,97.65,6982.5,0,35,4252,Attitude of support person
6773-LQTVT,United States,California,Long Beach,0,1,1,1,29,0,No phone service,DSL,No,Yes,Yes,No,No,No,Month-to-month,1,Mailed check,35.65,1025.15,0,46,4107,Attitude of support person
0436-TWFFZ,United States,California,Long Beach,0,0,0,0,67,1,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,1,Mailed check,85.25,5714.2,0,61,6322,Attitude of support person
8566-YPRGL,United States,California,Long Beach,0,0,0,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,19.5,19.5,0,23,5279,Attitude of support person
6609-MXJHJ,United States,California,Long Beach,0,0,1,1,30,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Mailed check,25.1,789.55,0,35,5851,Attitude of support person
2669-OIDSD,United States,California,Long Beach,0,0,1,0,48,1,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,1,Credit card (automatic),100.05,4834.0,0,34,3468,Attitude of support person
8400-WZICQ,United States,California,Long Beach,0,0,1,1,55,1,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,0,Electronic check,55.7,3131.8,0,61,4149,Attitude of support person
9576-SYUHJ,United States,California,Long Beach,1,0,0,0,37,1,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,1,Electronic check,91.15,3369.25,0,37,3194,Attitude of support person
0410-IPFTY,United States,California,Long Beach,0,0,1,0,31,1,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,1,Bank transfer (automatic),83.85,2674.15,0,56,4283,Attitude of support person
2831-EBWRN,United States,California,Altadena,1,0,0,0,4,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,45.9,199.75,0,39,3200,Attitude of support person
9430-NKQLY,United States,California,Arcadia,1,0,1,1,72,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Credit card (automatic),25.1,1790.8,0,52,4185,Attitude of support person
